id,language,title,cardTitle,writtenTitle,slug,summary,writtenSummary,fullText,newsType,link,videoID,source,trending,editorPick,sendNotification,keywords,imagePath,nitlType,addedBy,addedOn,publisherID,publishedOn,updatedBy,updatedOn,approved,approvedOn,approvedBy,active,isDraft,draftAddedDate,draftAssignedBy,feedback,rating,aiSummaryRating,expiryDate,contentStyleID,contentID,isPremium
27546,2,Does outer space end?,Opinion,Does outer space end? — Gen Z: We Are The Future,does-outer-space-end-gen-z-we-are-the-future,"The definition of space has been contested for decades, ever since space exploration started in the mid-20th century.
Some countries argued that a definition was needed, especially because there was an emergence of space programs.
The US stated that there was no need for such a definition, while International Treaties state that space is for all.","The definition of space has been contested for decades, ever since space exploration started in the mid-20th century.
Some countries argued that a definition was needed, especially because there was an emergence of space programs.
The US stated that there was no need for such a definition, while International Treaties state that space is for all.",,,https://www.genzwearethefuture.org/articles/all/does-outer-space-end,,gen_z,0,1,0,Does outer space end Gen Z We Are The Future — The definition of space has been contested for decades ever since exploration started in the mid 20th century Some countries argued that a was needed especially because there an emergence programs US stated no need such while International Treaties state is all ,330702f0-3eab-11ec-9fa5-7372feaeb4f5,2,57,2021-11-06 02:42:35,7,2021-11-06 11:12:59,42,2021-11-06 11:12:59,1,2021-11-06 11:12:59,42,1,0,,,well written,5,,,3,,0
27547,2,Haul culture and the environment,Opinion,Haul Culture and the Environment — Gen Z: We Are The Future,haul-culture-and-the-environment-gen-z-we-are-the-future,"The fashion industry is responsible for 10% of all greenhouse gases emitted to the atmosphere.
Greenhouse gases are the main culprit responsible for global warming, it traps gases inside the earth's atmosphere and raises the planet's temperature in return.
Climate change heavily impacts regions in different ways.","The fashion industry is responsible for 10% of all greenhouse gases emitted to the atmosphere.
Greenhouse gases are the main culprit responsible for global warming, it traps gases inside the earth's atmosphere and raises the planet's temperature in return.
Climate change heavily impacts regions in different ways: an area could experience drought.",,,https://www.genzwearethefuture.org/articles/all/99lfgkh9nrs2h23vx06y4ecnb796aj,,gen_z,0,1,0,Haul Culture and the Environment Gen Z We Are The Future — 10 The fashion industry is responsible for of all greenhouse gases emitted to the atmosphere Greenhouse are main culprit global warming it traps inside earth s and raises planet temperature in return Climate change heavily impacts regions different ways an area could experience drought ,abb34680-3ead-11ec-9fa5-7372feaeb4f5,2,57,2021-11-06 03:00:17,7,2021-11-06 11:08:31,42,2021-11-06 11:08:31,1,2021-11-06 11:08:31,42,1,0,,,minor edits,4,,,3,,0
27548,2,German warship visits Japan for first time in 20 years,"",German warship visits Japan for first time in 20 years,german-warship-visits-japan-for-first-time-in-20-years,"The German navy frigate Bayern docked in Tokyo, with Japan declaring the first visit by a German warship in two decades to be an important demonstration of the security ties that bind the two nations.
The vessel is scheduled to remain in Tokyo until November 12.
Berlin has in recent months stepped up its engagement in the Indo-Pacific region.","The German navy frigate Bayern docked in Tokyo, with Japan declaring the first visit by a German warship in two decades to be an important demonstration of the security ties that bind the two nations.
The vessel is scheduled to remain in Tokyo until November 12.
Berlin has in recent months stepped up its engagement in the Indo-Pacific region.",,,https://www.dw.com/en/german-warship-visits-japan-for-first-time-in-20-years/a-59732267,,DW,0,0,1,20 German warship visits Japan for first time in years 12 The German navy frigate Bayern docked in Tokyo with Japan declaring the first visit by a warship two decades to be an important demonstration of security ties that bind nations vessel is scheduled remain until November Berlin has recent months stepped up its engagement Indo Pacific region ,5b1277f0-3ec1-11ec-9fa5-7372feaeb4f5,1,32,2021-11-06 05:21:11,,2021-11-06 11:39:23,42,2021-11-06 11:39:23,1,2021-11-06 11:39:23,42,1,0,,,well written,5,,,3,,0
27549,2,Germany to offer booster shots for all,Covid-19,COVID: Germany to offer booster shots for all,covid-germany-to-offer-booster-shots-for-all,"Health Minister Spahn said all people in Germany will be offered a booster shot of a Covid-19 vaccine six months after receiving their previous injection.
He unveiled plans for mandatory Covid tests for visitors and personnel in care homes.
Germany has hit its highest infection rate since the start of the pandemic for the second day running.","Health Minister Spahn said all people in Germany will be offered a booster shot of a COVID-19 vaccine six months after receiving their previous injection.
He unveiled plans for mandatory COVID tests for visitors and personnel in care homes.
Germany has hit its highest infection rate since the start of the pandemic for the second day running.",,,https://www.dw.com/en/covid-germany-to-offer-booster-shots-for-all/a-59732676,,DW,0,1,0,COVID Germany to offer booster shots for all 19 Health Minister Spahn said all people in Germany will be offered a booster shot of COVID vaccine six months after receiving their previous injection He unveiled plans for mandatory tests visitors and personnel care homes has hit its highest infection rate since the start pandemic second day running ,21713730-3ec5-11ec-9fa5-7372feaeb4f5,2,32,2021-11-06 05:48:13,,2021-11-06 11:41:51,42,2021-11-06 11:41:51,1,2021-11-06 11:41:51,42,1,0,,,minor edits,4,,,3,,0
27550,2,Germany: Crime falls 15% in 15 years,NITL Pick,Germany: Crime falls 15% in 15 years,germany-crime-falls-15-in-15-years,"The interior minister says the stats show Germany is one of the safest countries in the world and media data shows crime fell by 15% between 2005 and 2019.
The decline was influenced by a fall in burglaries and thefts of other assets.
However, authorities are concerned about a rise in politically motivated crimes, many from far-right groups.","The interior minister says the stats show Germany is one of the safest countries in the world and media data shows crime in Germany fell by 15% between 2005 and 2019.
The decline was influenced by a fall in burglaries and thefts of other assets.
But, authorities are concerned about a rise in politically motivated crimes, many from far-right groups.",,,https://www.dw.com/en/crime-in-germany-falls-15-in-15-years/a-59730026,,DW,0,1,1,15 Germany Crime falls in years 15 2005 2019 The interior minister says the stats show Germany is one of safest countries in world and media data shows crime fell by between decline was influenced a fall burglaries thefts other assets But authorities are concerned about rise politically motivated crimes many from far right groups % ,40b56b70-3eca-11ec-9fa5-7372feaeb4f5,2,32,2021-11-06 06:24:53,,2021-11-07 00:00:00,42,2021-11-06 14:11:08,1,2021-11-06 14:11:08,42,1,0,,,minor edits,4,,,3,,0
27551,2,Greek firefighters clash with police at climate ministry,"",Greek firefighters clash with police at climate ministry,greek-firefighters-clash-with-police-at-climate-ministry,"Police clashed in Athens with protesting firefighters demanding job contracts in the wake of massive wildfires.
One firefighter was hurt by a stun grenade after police fired teargas and water cannon to disperse the demonstrators.
Protest organisers said 2,000 firefighters have short-term contracts, renewed every five years or less.","Police clashed in Athens with protesting firefighters demanding job contracts in the wake of massive wildfires. 
One firefighter was hurt by a stun grenade after police fired teargas and water cannon to disperse the demonstrators.
Protest organisers said 2,000 firefighters have short-term contracts, renewed every five years or less.",,,https://www.euronews.com/2021/11/05/greek-firefighters-clash-with-police-at-climate-ministry,,Euro News,0,0,1,Greek firefighters clash with police at climate ministry 2 Police clashed in Athens with protesting firefighters demanding job contracts the wake of massive wildfires One firefighter was hurt by a stun grenade after police fired teargas and water cannon to disperse demonstrators Protest organisers said 000 have short term renewed every five years or less ,d9cd7ab0-3ece-11ec-9fa5-7372feaeb4f5,1,32,2021-11-06 06:57:48,,2021-11-06 14:13:59,42,2021-11-06 14:13:59,1,2021-11-06 14:13:59,42,1,0,,,well written,5,,,3,,0
27552,2,Brexit: EU warns of 'serious consequences' if UK triggers Article 16,"",Brexit: EU warns of 'serious consequences' if UK triggers Article 16,brexit-eu-warns-of-serious-consequences-if-uk-triggers-article-16,"European Commission VP Sefcovic said while the EU had proposed a solution to the impasse which avoided trade delays between the UK and Northern Ireland, the UK had so far refused to engage.
He warned of serious consequences if the UK trigger Article 16 of the N. Ireland Protocol.
Sefcovic is due to have talks with the UK negotiator on Nov 12.","European Commission VP Sefcovic said while the EU had proposed a solution to the impasse which avoided trade delays between the UK and Northern Ireland, the UK had so far refused to engage.
He warned of serious consequences if the UK trigger Article 16 of the N. Ireland Protocol.
Sefcovic is due to have talks with the UK negotiator on Nov 12.",,,https://www.euronews.com/2021/11/05/brexit-eu-warns-of-serious-consequences-if-uk-triggers-article-16,,Euro News,0,0,1,16 Brexit EU warns of serious consequences if UK triggers Article 12 16 European Commission VP Sefcovic said while the EU had proposed a solution to impasse which avoided trade delays between UK and Northern Ireland so far refused engage He warned of serious consequences if trigger Article N Protocol is due have talks with negotiator on Nov ,6b739040-3ed3-11ec-9fa5-7372feaeb4f5,1,32,2021-11-06 07:30:30,,2021-11-06 14:16:20,42,2021-11-06 14:16:20,1,2021-11-06 14:16:20,42,1,0,,,well written,5,,,3,,0
27553,2,France tightens poultry farm measures amid bird flu outbreak in Europe,In case you missed it,France tightens poultry farm measures amid bird flu outbreak in Europe,france-tightens-poultry-farm-measures-amid-bird-flu-outbreak-in-europe,"French authorities ordered all outdoor poultry farms to shelter animals indoors amid fresh outbreaks of bird flu in Europe.
Farmers were told to confine their poultry to avoid potential contact with infected birds.
But the confinement measures are opposed by poultry farmers, as sales of turkeys and foie gras increase around the end-of-year holidays.","French authorities ordered all outdoor poultry farms to shelter animals indoors amid fresh outbreaks of bird flu in Europe.
Farmers were told to confine their poultry to avoid potential contact with infected birds.
But the confinement measures are opposed by poultry farmers, as sales of turkeys and foie gras increase around the end-of-year holidays.",,,https://www.euronews.com/2021/11/05/france-tightens-poultry-farm-measures-amid-bird-flu-outbreak-in-europe,,Euro News,0,1,1,France tightens poultry farm measures amid bird flu outbreak in Europe French authorities ordered all outdoor poultry farms to shelter animals indoors amid fresh outbreaks of bird flu in Europe Farmers were told confine their avoid potential contact with infected birds But the confinement measures are opposed by farmers as sales turkeys and foie gras increase around end year holidays ,68fc3cc0-3ed5-11ec-9fa5-7372feaeb4f5,2,32,2021-11-06 07:44:45,,2021-11-06 14:18:10,42,2021-11-06 14:18:10,1,2021-11-06 14:18:10,42,1,0,,,well written,5,,,3,,0
27554,2,Portugal approves revised bill legalising euthanasia,"",Portugal approves revised bill legalising euthanasia,portugal-approves-revised-bill-legalising-euthanasia,"Portugal’s parliament has approved a revised bill legalising euthanasia for terminally ill and seriously injured people.
The legislation still requires the signature of President Marcelo Rebelo de Sousa to become law, and he is known to have deep reservations.
The bill received support from most centre-left parties in the parliament.","Portugal’s parliament has approved a revised bill legalising euthanasia for terminally ill and seriously injured people.
The legislation still requires the signature of President Marcelo Rebelo de Sousa to become law, and he is known to have deep reservations.
The bill received support from most centre-left parties in the parliament.",,,https://www.euronews.com/2021/11/05/portugal-s-parliament-approves-revised-bill-legalising-euthanasia,,Euro News,0,0,0,Portugal approves revised bill legalising euthanasia Portugal s parliament has approved a revised bill legalising euthanasia for terminally ill and seriously injured people The legislation still requires the signature of President Marcelo Rebelo de Sousa to become law he is known have deep reservations received support from most centre left parties in ,8d34bd50-3ed6-11ec-9fa5-7372feaeb4f5,1,32,2021-11-06 07:52:55,,2021-11-06 14:20:08,42,2021-11-06 14:20:08,1,2021-11-06 14:20:08,42,1,0,,,well wrintte,5,,,3,,0
27555,2,Spain extends free IVF treatment to single women and LGBT+ community,"",Spain extends free IVF treatment to single women and LGBT+ community,spain-extends-free-ivf-treatment-to-single-women-and-lgbt-community,"Health minister Darias signed an order granting women access to medically assisted reproduction in the public health system.
The measure had long been demanded by LGBT+ rights groups and it is part of the Socialist-led government’s drive for equality.
Activists say the day marked a ""restitution of rights - rights that never should have been denied"".","Health minister Darias signed an order granting women access to medically assisted reproduction in the public health system.
The measure had long been demanded by LGBT+ rights groups and it is part of the Socialist-led government’s drive for equality.
Activists say the day marked a ""restitution of rights - rights that never should have been denied"".",,,https://www.euronews.com/2021/11/05/spain-extends-free-ivf-treatment-to-single-women-and-lgbt-community,,Euro News,0,0,1,Spain extends free IVF treatment to single women and LGBT community Health minister Darias signed an order granting women access to medically assisted reproduction in the public health system The measure had long been demanded by LGBT rights groups and it is part of Socialist led government s drive for equality Activists say day marked a restitution that never should have denied  -,9deccd10-3ed9-11ec-9fa5-7372feaeb4f5,1,32,2021-11-06 08:14:52,,2021-11-06 14:23:23,42,2021-11-06 14:23:23,1,2021-11-06 14:23:23,42,1,0,,,well written,5,,,3,,0
27556,2,"Debate: Should Penelope Jackson be given jail for murdering ""abusive"" husband?",,,debate-Should-Penelope-Jackson-be-given-jail-for-murdering-abusive-husband,,,,,https://nitl.app/debate?id=357,,,0,0,0,Should Penelope Jackson be given jail for murdering abusive husband  ,41be71636191147689,3,19,2021-11-06 09:30:55,,,19,,0,,,1,0,,,,,,,1,357,0
27557,2,Booster jabs to open earlier for booking in England,Covid-19,Covid: Booster jabs to open earlier for booking in England,covid-booster-jabs-to-open-earlier-for-booking-in-england,"Those living in England will be able to book their Covid booster jabs a month in advance under government plans to speed up their rollout.
Currently, people cannot book their top-up vaccines until six months have elapsed since their second dose.
But from Monday, those aged 50 and over, plus those most at risk, will be able to book after five months.","Those living in England will be able to book their Covid booster jabs a month in advance under government plans to speed up their rollout.
Currently, people cannot book their top-up vaccines until six months have elapsed since their second dose.
But from Monday, those aged 50 and over, plus those most at risk, will be able to book after five months.",,,https://www.bbc.com/news/health-59181370,,BBC,0,1,1,Covid Booster jabs to open earlier for booking in England 50 Those living in England will be able to book their Covid booster jabs a month advance under government plans speed up rollout Currently people cannot top vaccines until six months have elapsed since second dose But from Monday those aged and over plus most at risk after five ,65699060-3ee6-11ec-9fa5-7372feaeb4f5,2,19,2021-11-06 09:46:20,,2021-11-06 16:54:17,42,2021-11-06 16:54:17,1,2021-11-06 16:54:17,42,1,0,,,well written,5,,,3,,0
27558,2,France: 1 migrant dead and 3 injured after being hit by train,"",France: One migrant dead and three injured after being hit by train,france-one-migrant-dead-and-three-injured-after-being-hit-by-train,"One person was killed and another seriously injured after a train accidentally hit four migrants who were walking on tracks in Calais.
The accident took place on the railway line that connects Dunkirk to Calais that was a regular passageway for migrants to get to camps in Calais.
Seventeen people were on the train but none were injured.","One person was killed and another seriously injured after a train accidentally hit four migrants who were walking on tracks in Calais.
The accident took place on the railway line that connects Dunkirk to Calais that was a regular passageway for migrants to get to camps in Calais.
Seventeen people were on the train but none were injured.",,,https://www.euronews.com/2021/11/05/one-migrant-dead-and-three-injured-after-being-hit-by-train-in-france,,Euro News,0,0,0,France One migrant dead and three injured after being hit by train One person was killed and another seriously injured after a train accidentally hit four migrants who were walking on tracks in Calais The accident took place the railway line that connects Dunkirk to regular passageway for get camps Seventeen people but none ,27ff6820-3ee7-11ec-9fa5-7372feaeb4f5,1,32,2021-11-06 09:51:47,,2021-11-06 16:56:04,42,2021-11-06 16:56:04,1,2021-11-06 16:56:04,42,1,0,,,minor edits,4,,,3,,0
27559,2,Supermarkets promise to halve environmental impact by 2030,COP26,COP26: Supermarkets promise to halve environmental impact by 2030,cop26-supermarkets-promise-to-halve-environmental-impact-by-2030,"Five of the UK's biggest supermarkets have promised to halve the environmental impact of a weekly food shop by the end of the decade.
Tesco, Sainsbury's, Waitrose, Co-op and M&S said they would reduce carbon emissions, deforestation and the food waste and packaging they produce.
Their efforts will be monitored by the WWF conservation group.","Five of the UK's biggest supermarkets have promised to halve the environmental impact of a weekly food shop by the end of the decade.
Tesco, Sainsbury's, Waitrose, Co-op and M&S said they would reduce carbon emissions, deforestation and the food waste and packaging they produce.
Their efforts will be monitored by the WWF conservation group.",,,https://www.bbc.com/news/uk-59184278,,BBC,0,1,0,2030 COP26 Supermarkets promise to halve environmental impact by Five of the UK s biggest supermarkets have promised to halve environmental impact a weekly food shop by end decade Tesco Sainsbury Waitrose Co op and M S said they would reduce carbon emissions deforestation waste packaging produce Their efforts will be monitored WWF conservation group ,54690920-3ee7-11ec-9fa5-7372feaeb4f5,2,19,2021-11-06 09:53:01,,2021-11-06 17:00:50,42,2021-11-06 17:00:50,1,2021-11-06 17:00:50,42,1,0,,,well written,5,,,3,,0
27560,2,Parliament Square protesters clash with police on Bonfire Night,"",Parliament Square protesters clash with police on Bonfire Night,parliament-square-protesters-clash-with-police-on-bonfire-night,"Hundreds of anti-establishment activists have clashed with police in central London on Bonfire Night.
Eight officers were injured and 12 people arrested on Friday, the Metropolitan Police said.
Protesters wearing Guy Fawkes-style masks gathered at Trafalgar Square, with some throwing fireworks at police.","Hundreds of anti-establishment activists have clashed with police in central London on Bonfire Night.
Eight officers were injured and 12 people arrested on Friday, the Metropolitan Police said.
Protesters wearing Guy Fawkes-style masks gathered at Trafalgar Square, with some throwing fireworks at police.",,,https://www.bbc.com/news/uk-england-london-59185146,,BBC,0,0,1,Parliament Square protesters clash with police on Bonfire Night 12 Hundreds of anti establishment activists have clashed with police in central London on Bonfire Night Eight officers were injured and people arrested Friday the Metropolitan Police said Protesters wearing Guy Fawkes style masks gathered at Trafalgar Square some throwing fireworks ,8ff57b40-3ee7-11ec-9fa5-7372feaeb4f5,1,19,2021-11-06 09:54:41,,2021-11-06 16:59:36,42,2021-11-06 16:59:36,1,2021-11-06 16:59:36,42,1,0,,,well written,5,,,3,,0
